Order Date,Category,Sales
2012-03-31,Furniture,22.38
2012-03-31,Office Supplies,98.376
2012-03-31,Technology,79.96
2012-04-02,Office Supplies,41.34799999999999
2012-04-02,Technology,257.872
2012-04-04,Furniture,108.4
2012-04-04,Office Supplies,765.268
2012-04-04,Technology,610.9300000000001
2012-04-05,Furniture,1799.394
2012-04-05,Office Supplies,877.8860000000001
2012-04-05,Technology,296.778
2012-04-06,Office Supplies,114.51599999999999
2012-04-06,Technology,25.488
2012-04-07,Office Supplies,523.4839999999999
2012-04-07,Technology,383.952
2012-04-09,Furniture,369.91200000000003
2012-04-09,Office Supplies,388.08
2012-04-10,Office Supplies,169.54199999999997
2012-04-11,Furniture,121.88799999999999
2012-04-11,Office Supplies,459.35999999999996
2012-04-11,Technology,747.0980000000001
2012-04-12,Office Supplies,40.74
2012-04-13,Furniture,1811.432
2012-04-13,Office Supplies,202.81400000000002
2012-04-13,Technology,1178.432
2012-04-14,Office Supplies,35.208
2012-04-16,Furniture,1847.884
2012-04-16,Office Supplies,142.138
2012-04-16,Technology,2171.95
2012-04-17,Office Supplies,1538.1759999999997
2012-04-17,Technology,1206.93
2012-04-18,Furniture,152.83599999999998
2012-04-18,Office Supplies,1363.464
2012-04-18,Technology,490.66
2012-04-19,Office Supplies,329.9599999999999
2012-04-20,Furniture,595.38
2012-04-20,Office Supplies,311.37600000000003
2012-04-20,Technology,287.96999999999997
2012-04-21,Furniture,401.84000000000003
2012-04-21,Office Supplies,21.299999999999997
2012-04-21,Technology,469.95
2012-04-22,Office Supplies,64.14
2012-04-22,Technology,88.77600000000001
2012-04-24,Office Supplies,25.99
2012-04-25,Furniture,128.058
2012-04-25,Office Supplies,792.888
2012-04-26,Furniture,1592.8495000000003
2012-04-26,Office Supplies,185.28
2012-04-26,Technology,311.97600000000006
2012-04-27,Furniture,1267.53
2012-04-27,Office Supplies,72.14000000000001
2012-04-27,Technology,1379.92
2012-04-28,Office Supplies,4044.362
2012-04-29,Office Supplies,7.968000000000001
2012-04-30,Furniture,278.29499999999996
2012-04-30,Office Supplies,41.13000000000001
2012-04-30,Technology,1252.27
2012-05-01,Furniture,63.55200000000001
2012-05-01,Office Supplies,298.636
2012-05-01,Technology,88.752
2012-05-02,Office Supplies,8.856
2012-05-02,Technology,158.376
2012-05-03,Furniture,1509.9959999999999
2012-05-03,Office Supplies,321.252
2012-05-03,Technology,367.512
2012-05-04,Furniture,49.088
2012-05-04,Office Supplies,125.92999999999999
2012-05-04,Technology,946.344
2012-05-07,Furniture,244.00599999999997
2012-05-07,Office Supplies,61.616
2012-05-08,Furniture,339.516
2012-05-08,Office Supplies,464.538
2012-05-08,Technology,3177.9139999999998
2012-05-09,Office Supplies,48.81
2012-05-10,Office Supplies,107.75399999999999
2012-05-10,Technology,46.688
2012-05-11,Furniture,191.96800000000002
2012-05-12,Furniture,21.968000000000004
2012-05-12,Office Supplies,217.64600000000002
2012-05-12,Technology,820.7360000000001
2012-05-13,Office Supplies,16.0
2012-05-13,Technology,222.38400000000001
2012-05-14,Furniture,1452.7875
2012-05-14,Office Supplies,1688.4120000000003
2012-05-15,Office Supplies,69.908
2012-05-16,Technology,255.968
2012-05-17,Office Supplies,134.468
2012-05-18,Office Supplies,10.86
2012-05-20,Furniture,163.136
2012-05-20,Office Supplies,6.408
2012-05-21,Office Supplies,72.332
2012-05-22,Office Supplies,113.05000000000001
2012-05-22,Technology,3749.0480000000002
2012-05-23,Furniture,75.33
2012-05-23,Office Supplies,1229.626
2012-05-24,Furniture,602.651
2012-05-24,Office Supplies,7.655999999999999
2012-05-25,Furniture,14.73
2012-05-25,Office Supplies,1049.664
2012-05-25,Technology,675.024
2012-05-26,Furniture,230.856
2012-05-26,Office Supplies,184.224
2012-05-26,Technology,567.4839999999999
2012-05-28,Office Supplies,748.156
2012-05-28,Technology,45.99
2012-05-29,Furniture,358.626
2012-05-29,Office Supplies,846.2159999999999
2012-05-30,Office Supplies,160.32
2012-05-30,Technology,520.78
2012-05-31,Furniture,4056.7400000000002
2012-05-31,Office Supplies,1121.398
2012-06-01,Office Supplies,492.31800000000004
2012-06-01,Technology,341.88
2012-06-04,Furniture,35.28
2012-06-04,Office Supplies,47.08
2012-06-04,Technology,1109.95
2012-06-05,Furniture,1522.638
2012-06-05,Office Supplies,10.56
2012-06-07,Office Supplies,59.76800000000001
2012-06-08,Furniture,173.208
2012-06-08,Office Supplies,907.528
2012-06-08,Technology,2.3760000000000003
2012-06-09,Furniture,355.36
2012-06-09,Office Supplies,228.78000000000003
2012-06-09,Technology,212.976
2012-06-11,Furniture,1201.7520000000002
2012-06-11,Office Supplies,1868.528
2012-06-11,Technology,303.28400000000005
2012-06-12,Furniture,43.296
2012-06-12,Office Supplies,75.196
2012-06-12,Technology,55.98400000000001
2012-06-13,Office Supplies,160.948
2012-06-13,Technology,967.95
2012-06-14,Furniture,51.072
2012-06-15,Furniture,404.96000000000004
2012-06-15,Office Supplies,91.93599999999999
2012-06-15,Technology,237.24799999999996
2012-06-16,Furniture,197.37199999999999
2012-06-16,Office Supplies,3112.552
2012-06-16,Technology,133.98
2012-06-18,Furniture,779.336
2012-06-18,Office Supplies,635.781
2012-06-18,Technology,467.97
2012-06-19,Furniture,12.56
2012-06-19,Office Supplies,433.786
2012-06-20,Furniture,257.64
2012-06-20,Technology,571.904
2012-06-21,Technology,107.97600000000001
2012-06-22,Furniture,796.4250000000001
2012-06-22,Office Supplies,1222.528
2012-06-23,Furniture,27.42
2012-06-23,Office Supplies,171.41
2012-06-23,Technology,638.128
2012-06-25,Furniture,280.23400000000004
2012-06-25,Office Supplies,576.846
2012-06-26,Furniture,332.94
2012-06-26,Office Supplies,245.476
2012-06-26,Technology,1013.7800000000001
2012-06-28,Furniture,1104.7
2012-06-28,Office Supplies,281.766
2012-06-29,Furniture,137.986
2012-06-29,Office Supplies,24.96
2012-06-29,Technology,269.98
2012-07-02,Furniture,950.378
2012-07-02,Office Supplies,607.284
2012-07-02,Technology,74.24
2012-07-03,Furniture,522.3320000000001
2012-07-03,Office Supplies,301.65000000000003
2012-07-04,Office Supplies,38.328
2012-07-04,Technology,1099.96
2012-07-05,Furniture,9.856000000000002
2012-07-05,Office Supplies,76.99000000000001
2012-07-05,Technology,34.800000000000004
2012-07-06,Furniture,642.092
2012-07-06,Office Supplies,612.77
2012-07-06,Technology,124.94999999999999
2012-07-08,Office Supplies,21.12
2012-07-09,Furniture,181.96
2012-07-09,Office Supplies,670.202
2012-07-09,Technology,734.952
2012-07-10,Office Supplies,43.286
2012-07-11,Furniture,856.4680000000001
2012-07-11,Office Supplies,369.48400000000004
2012-07-11,Technology,716.0
2012-07-12,Furniture,391.36699999999996
2012-07-12,Office Supplies,8.839999999999998
2012-07-12,Technology,1652.3600000000001
2012-07-13,Furniture,1931.04
2012-07-13,Office Supplies,102.216
2012-07-14,Furniture,569.6840000000001
2012-07-14,Office Supplies,291.23199999999997
2012-07-16,Furniture,2199.8360000000002
2012-07-16,Office Supplies,229.65
2012-07-16,Technology,599.9
2012-07-17,Furniture,427.386
2012-07-17,Office Supplies,20.696
2012-07-18,Furniture,7.38
2012-07-18,Office Supplies,9.088000000000001
2012-07-18,Technology,655.95
2012-07-19,Office Supplies,2.0250000000000004
2012-07-20,Furniture,1298.374
2012-07-20,Office Supplies,410.01
2012-07-20,Technology,984.7840000000001
2012-07-23,Furniture,128.82
2012-07-23,Office Supplies,79.452
2012-07-24,Furniture,20.94
2012-07-24,Office Supplies,225.15
2012-07-24,Technology,279.85999999999996
2012-07-25,Furniture,1625.048
2012-07-25,Office Supplies,146.016
2012-07-25,Technology,623.96
2012-07-26,Furniture,659.517
2012-07-26,Office Supplies,309.708
2012-07-27,Technology,29.97
2012-07-30,Furniture,161.16
2012-07-30,Office Supplies,72.712
2012-07-30,Technology,209.92999999999998
2012-07-31,Furniture,1090.782
2012-07-31,Office Supplies,72.03
2012-07-31,Technology,2549.35
2012-08-01,Furniture,1004.9760000000001
2012-08-01,Office Supplies,6.72
2012-08-02,Furniture,388.48
2012-08-02,Office Supplies,14.768
2012-08-02,Technology,887.23
2012-08-05,Furniture,14.76
2012-08-05,Office Supplies,57.89000000000001
2012-08-06,Furniture,369.19919999999996
2012-08-06,Office Supplies,125.67
2012-08-07,Furniture,212.94
2012-08-07,Office Supplies,260.296
2012-08-07,Technology,494.97
2012-08-08,Furniture,144.784
2012-08-08,Office Supplies,615.328
2012-08-08,Technology,79.99
2012-08-09,Furniture,1755.876
2012-08-09,Office Supplies,1586.786
2012-08-09,Technology,1535.73
2012-08-10,Office Supplies,273.16200000000003
2012-08-10,Technology,578.3120000000001
2012-08-11,Furniture,46.152
2012-08-11,Office Supplies,11.96
2012-08-11,Technology,138.0
2012-08-13,Furniture,31.56
2012-08-13,Office Supplies,555.336
2012-08-15,Furniture,104.23
2012-08-15,Office Supplies,393.36
2012-08-16,Furniture,555.822
2012-08-16,Office Supplies,392.18199999999996
2012-08-16,Technology,2430.928
2012-08-17,Office Supplies,98.76
2012-08-17,Technology,282.88
2012-08-21,Furniture,1754.848
2012-08-21,Office Supplies,1050.944
2012-08-21,Technology,21.728
2012-08-22,Office Supplies,66.632
2012-08-23,Office Supplies,950.3679999999999
2012-08-23,Technology,251.91
2012-08-24,Furniture,1218.0589999999997
2012-08-24,Office Supplies,2175.804
2012-08-24,Technology,3800.9120000000003
2012-08-25,Furniture,68.768
2012-08-25,Office Supplies,109.758
2012-08-27,Office Supplies,639.974
2012-08-28,Furniture,415.307
2012-08-28,Office Supplies,2132.89
2012-08-28,Technology,3943.0960000000005
2012-08-29,Technology,246.5
2012-08-31,Furniture,1552.831
2012-08-31,Office Supplies,216.52
2012-08-31,Technology,832.446
2012-09-01,Furniture,185.1
2012-09-01,Office Supplies,1222.48
2012-09-01,Technology,959.984
2012-09-03,Furniture,367.72
2012-09-03,Office Supplies,1259.3380000000002
2012-09-03,Technology,247.83999999999997
2012-09-04,Office Supplies,316.95799999999997
2012-09-04,Technology,754.3259999999999
2012-09-05,Furniture,778.651
2012-09-05,Office Supplies,155.452
2012-09-06,Furniture,549.564
2012-09-06,Office Supplies,71.78999999999999
2012-09-06,Technology,384.3
2012-09-07,Furniture,556.106
2012-09-07,Office Supplies,924.6669999999999
2012-09-07,Technology,1441.8939999999998
2012-09-08,Furniture,21.36
2012-09-08,Office Supplies,68.28
2012-09-10,Furniture,648.526
2012-09-10,Office Supplies,767.2
2012-09-11,Furniture,244.24
2012-09-11,Office Supplies,1697.8999999999999
2012-09-11,Technology,19.99
2012-09-12,Office Supplies,205.86
2012-09-12,Technology,501.96400000000006
2012-09-13,Furniture,2917.822
2012-09-13,Office Supplies,327.99
2012-09-13,Technology,199.96
2012-09-14,Furniture,1082.886
2012-09-14,Office Supplies,1299.55
2012-09-14,Technology,879.984
2012-09-15,Furniture,1976.884
2012-09-15,Office Supplies,498.996
2012-09-15,Technology,59.97
2012-09-16,Office Supplies,31.12
2012-09-17,Furniture,10006.174
2012-09-17,Office Supplies,493.994
2012-09-17,Technology,1024.838
2012-09-18,Furniture,24.4
2012-09-18,Office Supplies,1422.88
2012-09-18,Technology,2477.04
2012-09-19,Furniture,122.80000000000001
2012-09-19,Office Supplies,31.36
2012-09-19,Technology,346.21999999999997
2012-09-20,Office Supplies,1836.0520000000001
2012-09-21,Furniture,3119.064
2012-09-21,Office Supplies,1431.87
2012-09-21,Technology,2431.124
2012-09-22,Furniture,252.57999999999998
2012-09-22,Office Supplies,912.9480000000001
2012-09-22,Technology,617.9760000000001
2012-09-24,Furniture,1940.51
2012-09-24,Office Supplies,1399.8239999999998
2012-09-24,Technology,880.2600000000001
2012-09-25,Furniture,1454.348
2012-09-25,Office Supplies,350.579
2012-09-25,Technology,1228.83
2012-09-26,Office Supplies,1378.2890000000002
2012-09-26,Technology,2343.9840000000004
2012-09-27,Furniture,24.288
2012-09-27,Office Supplies,486.79
2012-09-27,Technology,1871.88
2012-09-28,Office Supplies,713.5999999999999
2012-09-28,Technology,344.764
2012-10-01,Office Supplies,164.866
2012-10-01,Technology,993.5480000000001
2012-10-02,Furniture,11.032
2012-10-02,Office Supplies,611.2339999999999
2012-10-02,Technology,647.0
2012-10-03,Furniture,156.156
2012-10-03,Office Supplies,47.078
2012-10-03,Technology,71.98400000000001
2012-10-04,Furniture,457.88399999999996
2012-10-04,Office Supplies,47.696000000000005
2012-10-05,Furniture,357.462
2012-10-05,Office Supplies,152.59
2012-10-05,Technology,341.04
2012-10-08,Furniture,218.68
2012-10-08,Office Supplies,3.44
2012-10-09,Furniture,389.97
2012-10-09,Office Supplies,462.49499999999995
2012-10-09,Technology,1281.07
2012-10-10,Furniture,362.13599999999997
2012-10-10,Office Supplies,1886.058
2012-10-11,Furniture,957.5775
2012-10-11,Office Supplies,22.368000000000002
2012-10-11,Technology,31.95
2012-10-12,Furniture,1735.1580000000001
2012-10-12,Office Supplies,166.26
2012-10-12,Technology,489.3399999999999
2012-10-13,Furniture,287.94
2012-10-13,Technology,83.72
2012-10-15,Furniture,2601.946
2012-10-15,Office Supplies,13.768
2012-10-15,Technology,603.84
2012-10-16,Technology,824.97
2012-10-17,Office Supplies,77.88
2012-10-18,Furniture,10.11
2012-10-18,Office Supplies,91.10399999999998
2012-10-18,Technology,277.28000000000003
2012-10-19,Office Supplies,1715.1399999999999
2012-10-19,Technology,419.95
2012-10-20,Furniture,455.55600000000004
2012-10-20,Office Supplies,24.56
2012-10-20,Technology,239.96999999999997
2012-10-22,Office Supplies,15.127999999999998
2012-10-23,Furniture,1275.1040000000003
2012-10-23,Office Supplies,140.74400000000003
2012-10-23,Technology,846.4480000000001
2012-10-24,Furniture,801.633
2012-10-24,Office Supplies,29.512000000000004
2012-10-25,Furniture,1126.612
2012-10-25,Office Supplies,139.81
2012-10-25,Technology,158.99
2012-10-26,Office Supplies,1221.029
2012-10-26,Technology,174.30400000000003
2012-10-28,Furniture,57.21
2012-10-28,Office Supplies,47.300000000000004
2012-10-29,Office Supplies,244.24
2012-10-30,Furniture,15.488
2012-10-30,Office Supplies,182.91
2012-10-30,Technology,1923.646
2012-10-31,Furniture,748.969
2012-10-31,Office Supplies,1166.2
2012-10-31,Technology,1295.8400000000001
2012-11-01,Furniture,1094.388
2012-11-01,Office Supplies,24.567999999999998
2012-11-01,Technology,1987.15
2012-11-02,Furniture,4379.385
2012-11-02,Office Supplies,356.53200000000004
2012-11-02,Technology,792.634
2012-11-03,Furniture,1491.42
2012-11-03,Office Supplies,6.6080000000000005
2012-11-03,Technology,1302.818
2012-11-05,Furniture,207.0
2012-11-05,Office Supplies,627.874
2012-11-06,Office Supplies,11.481000000000002
2012-11-07,Furniture,970.8800000000001
2012-11-07,Office Supplies,1814.2830000000001
2012-11-07,Technology,287.90999999999997
2012-11-08,Furniture,5252.4259999999995
2012-11-08,Office Supplies,768.761
2012-11-08,Technology,6175.81
2012-11-09,Furniture,1024.38
2012-11-09,Office Supplies,360.082
2012-11-09,Technology,3235.83
2012-11-10,Furniture,29.22
2012-11-10,Office Supplies,2877.794
2012-11-10,Technology,629.89
2012-11-11,Office Supplies,542.178
2012-11-12,Furniture,670.056
2012-11-12,Office Supplies,357.144
2012-11-12,Technology,100.792
2012-11-13,Furniture,1781.1372000000001
2012-11-13,Office Supplies,600.2040000000001
2012-11-13,Technology,1209.736
2012-11-14,Furniture,1190.332
2012-11-14,Office Supplies,925.75
2012-11-14,Technology,396.62800000000004
2012-11-15,Furniture,39.96
2012-11-15,Office Supplies,662.21
2012-11-16,Furniture,1784.164
2012-11-16,Office Supplies,743.458
2012-11-16,Technology,1544.712
2012-11-17,Furniture,1667.0279999999998
2012-11-17,Office Supplies,1802.99
2012-11-17,Technology,415.9680000000001
2012-11-19,Furniture,141.96
2012-11-19,Office Supplies,37.064
2012-11-19,Technology,861.76
2012-11-20,Furniture,1656.7
2012-11-20,Office Supplies,637.7379999999999
2012-11-20,Technology,566.712
2012-11-21,Furniture,2055.7748
2012-11-21,Office Supplies,506.05400000000003
2012-11-21,Technology,1051.746
2012-11-22,Furniture,206.96200000000002
2012-11-22,Office Supplies,347.384
2012-11-22,Technology,60.153000000000006
2012-11-23,Office Supplies,3142.2079999999996
2012-11-23,Technology,307.98
2012-11-24,Furniture,79.76
2012-11-24,Office Supplies,1125.024
2012-11-24,Technology,13.98
2012-11-25,Office Supplies,13.120000000000001
2012-11-26,Furniture,692.472
2012-11-26,Office Supplies,191.62
2012-11-26,Technology,599.99
2012-11-27,Furniture,1315.3955
2012-11-27,Office Supplies,404.77
2012-11-27,Technology,1389.618
2012-11-28,Furniture,625.962
2012-11-28,Office Supplies,590.616
2012-11-28,Technology,647.904
2012-11-29,Furniture,1408.87
2012-11-29,Office Supplies,1329.818
2012-11-29,Technology,21.48
2012-11-30,Furniture,1115.2000000000003
2012-11-30,Office Supplies,410.797
2012-11-30,Technology,272.4
2012-12-01,Furniture,6600.68
2012-12-01,Office Supplies,529.914
2012-12-03,Furniture,440.41099999999994
2012-12-03,Office Supplies,907.5260000000001
2012-12-03,Technology,624.7080000000001
2012-12-04,Furniture,1200.268
2012-12-04,Office Supplies,2035.4840000000002
2012-12-04,Technology,1950.0620000000001
2012-12-05,Furniture,306.53
2012-12-05,Office Supplies,503.80800000000005
2012-12-05,Technology,86.98400000000001
2012-12-06,Furniture,390.71799999999996
2012-12-06,Office Supplies,2171.83
2012-12-06,Technology,3498.954
2012-12-07,Furniture,363.84000000000003
2012-12-07,Office Supplies,200.518
2012-12-07,Technology,773.94
2012-12-08,Office Supplies,598.368
2012-12-08,Technology,2074.36
2012-12-09,Office Supplies,34.019999999999996
2012-12-10,Furniture,1536.8600000000001
2012-12-10,Office Supplies,481.118
2012-12-10,Technology,1062.402
2012-12-11,Furniture,541.8620000000001
2012-12-11,Office Supplies,529.748
2012-12-11,Technology,519.284
2012-12-12,Furniture,515.4280000000001
2012-12-12,Office Supplies,611.1179999999999
2012-12-12,Technology,322.308
2012-12-13,Office Supplies,243.92000000000002
2012-12-13,Technology,779.4660000000001
2012-12-14,Furniture,324.188
2012-12-14,Office Supplies,164.14800000000002
2012-12-14,Technology,369.968
2012-12-15,Furniture,262.864
2012-12-15,Office Supplies,158.512
2012-12-15,Technology,5073.42
2012-12-16,Office Supplies,4.98
2012-12-17,Furniture,1245.6419999999998
2012-12-17,Office Supplies,536.866
2012-12-17,Technology,135.984
2012-12-18,Furniture,20.32
2012-12-18,Office Supplies,748.7280000000001
2012-12-18,Technology,166.24
2012-12-19,Furniture,1053.164
2012-12-19,Office Supplies,691.908
2012-12-19,Technology,4375.584
2012-12-20,Furniture,373.42599999999993
2012-12-20,Office Supplies,217.286
2012-12-20,Technology,516.752
2012-12-21,Furniture,1670.126
2012-12-21,Office Supplies,151.208
2012-12-21,Technology,1436.426
2012-12-22,Furniture,422.62499999999994
2012-12-22,Office Supplies,50.688
2012-12-23,Office Supplies,194.32
2012-12-24,Furniture,1563.9940000000001
2012-12-24,Office Supplies,428.67
2012-12-24,Technology,5491.902
2012-12-25,Furniture,1433.564
2012-12-25,Office Supplies,653.564
2012-12-25,Technology,2117.84
2012-12-26,Furniture,326.646
2012-12-26,Office Supplies,234.83999999999997
2012-12-27,Furniture,2477.9032
2012-12-27,Office Supplies,1305.924
2012-12-27,Technology,1364.62
2012-12-28,Office Supplies,24.816000000000003
2012-12-28,Technology,54.38400000000001
2012-12-29,Office Supplies,6.36
2012-12-30,Office Supplies,414.9
2012-12-30,Technology,2836.4400000000005
2012-12-31,Furniture,14.76
2012-12-31,Office Supplies,1366.584
2013-01-02,Furniture,173.94
2013-01-02,Technology,231.98
2013-01-03,Furniture,1592.8500000000001
2013-01-03,Office Supplies,126.33999999999999
2013-01-03,Technology,376.64000000000004
2013-01-04,Office Supplies,109.25200000000001
2013-01-04,Technology,959.9680000000001
2013-01-05,Office Supplies,5.248
2013-01-05,Technology,250.656
2013-01-07,Furniture,23.076
2013-01-07,Office Supplies,60.5
2013-01-08,Furniture,1565.88
2013-01-08,Office Supplies,184.494
2013-01-08,Technology,108.78399999999999
2013-01-09,Furniture,15.168000000000001
2013-01-09,Technology,727.878
2013-01-10,Furniture,104.77
2013-01-10,Technology,69.98
2013-01-11,Furniture,54.992000000000004
2013-01-11,Office Supplies,78.864
2013-01-11,Technology,15.588
2013-01-14,Furniture,315.77600000000007
2013-01-14,Office Supplies,89.568
2013-01-15,Furniture,181.79699999999997
2013-01-15,Office Supplies,265.156
2013-01-15,Technology,254.96999999999997
2013-01-16,Office Supplies,11.648000000000001
2013-01-16,Technology,90.57000000000001
2013-01-17,Furniture,322.59000000000003
2013-01-17,Technology,717.96
2013-01-21,Furniture,1167.056
2013-01-22,Furniture,575.308
2013-01-22,Office Supplies,176.77
2013-01-22,Technology,165.55200000000002
2013-01-23,Furniture,59.99
2013-01-23,Office Supplies,1572.33
2013-01-23,Technology,99.98
2013-01-24,Office Supplies,31.36
2013-01-25,Furniture,359.702
2013-01-25,Office Supplies,499.01
2013-01-28,Office Supplies,39.68
2013-01-30,Furniture,1109.848
2013-01-30,Office Supplies,557.5
2013-01-30,Technology,1439.968
2013-01-31,Office Supplies,1491.962
2013-01-31,Technology,109.59200000000001
2013-02-01,Office Supplies,161.97
2013-02-02,Furniture,92.474
2013-02-02,Office Supplies,154.35999999999999
2013-02-02,Technology,8749.95
2013-02-03,Furniture,866.4
2013-02-04,Furniture,14.368000000000002
2013-02-04,Office Supplies,93.02
2013-02-04,Technology,90.48
2013-02-05,Furniture,816.548
2013-02-05,Office Supplies,1428.28
2013-02-05,Technology,749.6480000000001
2013-02-06,Furniture,132.22400000000002
2013-02-07,Office Supplies,38.182
2013-02-07,Technology,723.96
2013-02-08,Furniture,241.49999999999997
2013-02-08,Technology,1127.976
2013-02-09,Technology,121.83
2013-02-11,Technology,69.93
2013-02-12,Office Supplies,1366.0400000000002
2013-02-13,Office Supplies,146.82
2013-02-14,Furniture,560.991
2013-02-14,Office Supplies,276.93
2013-02-15,Office Supplies,407.072
2013-02-16,Furniture,935.644
2013-02-16,Office Supplies,110.02399999999999
2013-02-16,Technology,89.97
2013-02-19,Furniture,44.46
2013-02-19,Office Supplies,348.2
2013-02-20,Office Supplies,16.496000000000002
2013-02-21,Furniture,204.74999999999997
2013-02-21,Office Supplies,1266.406
2013-02-21,Technology,52.97
2013-02-22,Office Supplies,500.96999999999997
2013-02-22,Technology,482.20000000000005
2013-02-23,Office Supplies,57.576
2013-02-25,Office Supplies,46.72
2013-02-27,Furniture,16.192
2013-02-27,Office Supplies,227.7
2013-02-28,Office Supplies,36.480000000000004
2013-03-01,Office Supplies,111.104
2013-03-02,Furniture,836.592
2013-03-02,Office Supplies,389.3
2013-03-02,Technology,5059.914000000001
2013-03-04,Furniture,1236.6059999999998
2013-03-04,Office Supplies,4651.41
2013-03-04,Technology,1376.406
2013-03-05,Office Supplies,155.46999999999997
2013-03-05,Technology,159.98
2013-03-06,Office Supplies,162.344
2013-03-07,Furniture,305.02
2013-03-07,Office Supplies,6.1049999999999995
2013-03-07,Technology,500.178
2013-03-08,Technology,21.072
2013-03-09,Furniture,215.95999999999998
2013-03-09,Office Supplies,474.354
2013-03-09,Technology,1500.496
2013-03-10,Furniture,354.90000000000003
2013-03-10,Office Supplies,80.95
2013-03-10,Technology,199.75
2013-03-11,Furniture,176.784
2013-03-11,Office Supplies,119.59600000000002
2013-03-11,Technology,7583.354000000001
2013-03-12,Furniture,351.262
2013-03-12,Office Supplies,498.78
2013-03-12,Technology,45.98
2013-03-13,Furniture,770.3520000000001
2013-03-13,Office Supplies,924.29
2013-03-14,Furniture,1100.425
2013-03-14,Office Supplies,6194.303
2013-03-14,Technology,1572.154
2013-03-15,Furniture,476.736
2013-03-15,Office Supplies,192.632
2013-03-16,Furniture,1880.462
2013-03-16,Office Supplies,392.36999999999995
2013-03-16,Technology,83.97600000000001
2013-03-18,Furniture,971.5
2013-03-18,Office Supplies,1174.07
2013-03-18,Technology,214.764
2013-03-19,Furniture,189.882
2013-03-19,Office Supplies,871.8000000000001
2013-03-20,Furniture,107.59400000000001
2013-03-20,Office Supplies,31.086000000000006
2013-03-21,Furniture,783.61
2013-03-21,Office Supplies,47.92500000000001
2013-03-21,Technology,96.77600000000001
2013-03-22,Furniture,627.8019999999999
2013-03-22,Office Supplies,17.904
2013-03-23,Furniture,167.888
2013-03-23,Technology,58.58
2013-03-25,Furniture,301.46999999999997
2013-03-25,Office Supplies,41.136
2013-03-25,Technology,403.168
2013-03-26,Office Supplies,59.519999999999996
2013-03-26,Technology,1287.45
2013-03-27,Office Supplies,562.27
2013-03-27,Technology,119.97600000000001
2013-03-28,Furniture,60.16
2013-03-28,Office Supplies,32.54
2013-03-29,Office Supplies,125.30000000000001
2013-03-30,Furniture,1558.091
2013-03-30,Office Supplies,130.13600000000002
2013-03-30,Technology,971.112
2013-03-31,Office Supplies,11.34
2013-04-01,Furniture,327.99600000000004
2013-04-01,Technology,312.766
2013-04-02,Furniture,1324.532
2013-04-02,Office Supplies,788.838
2013-04-02,Technology,48.11
2013-04-03,Furniture,1454.9
2013-04-04,Furniture,71.12
2013-04-04,Office Supplies,110.11800000000001
2013-04-04,Technology,259.96
2013-04-05,Furniture,82.64
2013-04-05,Office Supplies,647.6139999999999
2013-04-05,Technology,239.94
2013-04-06,Office Supplies,927.5520000000001
2013-04-06,Technology,118.78199999999998
2013-04-07,Technology,1294.75
2013-04-08,Furniture,658.746
2013-04-08,Office Supplies,111.852
2013-04-08,Technology,1199.976
2013-04-09,Furniture,1024.208
2013-04-09,Office Supplies,1450.2679999999998
2013-04-09,Technology,431.92800000000005
2013-04-10,Furniture,556.665
2013-04-10,Office Supplies,40.632000000000005
2013-04-10,Technology,517.9
2013-04-11,Office Supplies,950.594
2013-04-13,Furniture,1176.5600000000002
2013-04-13,Office Supplies,365.97
2013-04-14,Office Supplies,6.12
2013-04-15,Furniture,1317.336
2013-04-15,Office Supplies,149.236
2013-04-16,Furniture,1121.568
2013-04-16,Office Supplies,379.58400000000006
2013-04-16,Technology,700.704
2013-04-17,Furniture,9.96
2013-04-17,Office Supplies,190.028
2013-04-17,Technology,9135.098
2013-04-18,Furniture,355.24300000000005
2013-04-18,Office Supplies,29.049999999999997
2013-04-18,Technology,36.792
2013-04-19,Furniture,472.25199999999995
2013-04-19,Office Supplies,2012.726
2013-04-19,Technology,29.56
2013-04-20,Furniture,205.176
2013-04-20,Office Supplies,1143.016
2013-04-20,Technology,65.94000000000001
2013-04-22,Office Supplies,271.616
2013-04-23,Furniture,1414.37
2013-04-23,Office Supplies,351.095
2013-04-24,Office Supplies,620.378
2013-04-24,Technology,99.99
2013-04-25,Furniture,1325.76
2013-04-25,Office Supplies,22.644000000000002
2013-04-25,Technology,258.696
2013-04-26,Office Supplies,25.620000000000005
2013-04-26,Technology,82.8
2013-04-27,Furniture,434.646
2013-04-29,Furniture,71.912
2013-04-29,Office Supplies,45.184000000000005
2013-04-29,Technology,369.576
2013-05-01,Furniture,134.496
2013-05-01,Office Supplies,7.712000000000001
2013-05-02,Furniture,370.62
2013-05-02,Office Supplies,147.246
2013-05-03,Furniture,781.06
2013-05-03,Office Supplies,317.076
2013-05-04,Furniture,51.967999999999996
2013-05-04,Office Supplies,257.61199999999997
2013-05-04,Technology,789.4330000000001
2013-05-06,Furniture,2072.464
2013-05-06,Office Supplies,205.168
2013-05-06,Technology,423.648
2013-05-07,Furniture,96.312
2013-05-07,Office Supplies,114.47200000000001
2013-05-07,Technology,26.176000000000002
2013-05-08,Furniture,506.444
2013-05-08,Office Supplies,129.632
2013-05-08,Technology,4199.9
2013-05-09,Furniture,211.96
2013-05-09,Office Supplies,1070.172
2013-05-09,Technology,58.112
2013-05-10,Office Supplies,1170.3960000000002
